compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density
Br1Cs1,aflow:f999245f021a5bc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Cs1_ICSD_22174,221,cP2,2.4707,0.587776,116.137,5.96687,12.4389,6.69455,2,4.17662
Cl24Cs8Pb4,aflow:84738cad161f83b3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Pb1_ICSD_26713,225,cF36,2.4708,0.156605,162.069,106.676,7.95556,3.3539,36,3.57648
Ba2Pt4,aflow:7eebeef8950d49d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ba1Pt2_ICSD_58675,227,cF24,2.47141,1.65864,191.009,17.6594,104.2,36.224,6,13.5707
O4Pb2,aflow:c5032614084fa67d,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OPb_d/A2B_tP6_136_f_a-001.AB,136,tP6,2.47168,1.79132,266.107,17.3444,156.549,45.6368,6,8.93252
Ce1Tl3,aflow:018580c862562859,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Tl3_ICSD_102295,221,cP4,2.47198,1.17159,148.013,11.8663,57.2667,22.5359,4,11.3856
Pd2Sb2,aflow:0ed64f5c8776a557,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pd1Sb1_ICSD_42597,194,hP4,2.47232,1.7239,204.989,11.7368,103.89,26.9109,4,9.0668
Pt4Sb8,aflow:b47d04b17513d604,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt1Sb2_ICSD_43105,205,cP12,2.47347,1.82766,243.015,34.8851,108.368,49.1032,12,10.4677
Pd1Zn1,aflow:f4d5b4f82bfad53e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pd1Zn1_ICSD_105752,123,tP2,2.47355,6.23748,310.034,5.70528,139.46,56.1679,2,10.2612
Mg1Tl1,aflow:f6fa0908a0c1314a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Tl1_ICSD_104884,221,cP2,2.47362,0.238181,89.0823,5.97846,35.3944,4.94441,2,7.65183
In1La1Pt4,aflow:b41d9196a1904b5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1La1Pt4_ICSD_639860,216,cF24,2.47376,1.89952,204.06,17.6049,150.728,41.4522,6,14.9421
Ir1Sn2,aflow:0f7397e9ad37bd23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ir1Sn2_ICSD_641054,225,cF12,2.47441,2.16977,190.923,8.82759,106.678,28.2173,3,10.5181
I1Rb1,aflow:be28b1736734720d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I1Rb1_ICSD_22168,225,cF8,2.47534,0.367039,96.863,5.97755,9.9,4.57368,2,3.39051
Ag1N1,aflow:68aff55b0748f486,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1N1_ICSD_185555,225,cF8,2.47627,3.04944,277.942,5.76416,130.858,31.6582,2,8.22397
Ag2Hg1I4,aflow:4acd680114f302a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag2Hg1I4_ICSD_30264,111,tP7,2.47684,0.324344,118.059,20.8618,12.7002,4.71106,7,5.52063
Pa1Pt5,aflow:c789cbb90981bd48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pa1Pt5_ICSD_648334,216,cF24,2.47701,8.88295,327.954,16.9879,,,6,19.1973
Au2Ca1Ge2,aflow:34bd54f20afe9d90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Ca1Ge2_ICSD_25333,139,tI10,2.47775,1.05432,182.027,14.7487,67.5556,19.9173,5,9.07634
Mg1P1Pd5,aflow:3301d0c6f9cfb671,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Mg1P1Pd5_ICSD_642727,123,tP7,2.47916,2.73491,311.042,19.953,143.712,51.4112,7,9.14053
Pd3Yb1,aflow:903274808a8dc703,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd3Yb1_ICSD_105749,221,cP4,2.4794,1.18048,179.963,11.7999,104.3,25.7224,4,11.6382
As2Ti2,aflow:b881252d61552238,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As1Ti1_ICSD_44074,194,hP4,2.47964,6.39553,396.138,11.0453,109.431,57.5637,4,5.48915
Mg1P1Pt5,aflow:633c61cbece8044f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Mg1P1Pt5_ICSD_44928,123,tP7,2.47985,2.95894,264.995,20.2252,205.768,66.4255,7,15.9671
Os3Ti1,aflow:649d0f5362dd740a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os3Ti1_ICSD_185638,221,cP4,2.4799,9.94117,345.974,11.2522,288.783,117.352,4,17.2936
Ge1Mn1Pd2,aflow:2bc72b69d5ebd9ad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge1Mn1Pd2_ICSD_53705,225,cF16,2.48038,1.79043,236.948,11.6529,94.7389,24.2927,4,9.02924
Au2In1Tb1,aflow:a5b6a4c476ad49ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Tb1_ICSD_58508,225,cF16,2.48157,1.17634,159.023,11.844,90.3333,24.0742,4,13.0404
Ir5Sn7,aflow:d61106f1b7aa59d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ir5Sn7_ICSD_76912,107,tI24,2.4816,1.91967,249.06,34.8272,130.206,50.7673,12,11.9613
In1Pt5Si1,aflow:8bc3f85e7c49bcd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In1Pt5Si1_ICSD_640309,123,tP7,2.48161,3.10674,260.93,20.247,202.232,66.7248,7,16.6756
Cu3Pt1,aflow:2b4ab77dda6ab20f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3Pt1_ICSD_628749,221,cP4,2.48183,3.10191,278.937,11.52,159.392,51.3026,4,12.5197
F3K1Pd1,aflow:83657014c2409217,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3K1Pd1_ICSD_73167,221,cP5,2.48253,1.89438,322.293,14.2416,61.2889,23.9351,5,3.99965
Au2Dy1In1,aflow:e56edcb230715dcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Dy1In1_ICSD_58442,225,cF16,2.48267,1.0706,153.956,11.8543,91.3333,22.5602,4,13.2067
Ag2Cl2,aflow:5c1f9a350ac0fe8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Cl1_ICSD_56542,11,mP4,2.48295,0.522228,160.092,11.8552,39.5739,10.3287,4,5.356
Hg1Se1,aflow:d63b3d98960b8a00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Se1_ICSD_56210,225,cF8,2.48299,1.04403,136.928,5.9435,58.9222,13.9983,2,9.53909
In8Ir1Yb2,aflow:cf50d9b9fe60f66f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In8Ir1Yb2_ICSD_414480,123,tP11,2.48394,1.07897,206.012,32.2958,50.4086,28.1779,11,8.97928
Ag2Ge1Li1,aflow:0fe4e83557076b65,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Ge1Li1_ICSD_85307,225,cF16,2.48396,1.19221,214.969,11.7303,56.8056,21.5575,4,7.24778
Ag4O2,aflow:f024f2b3bfd420b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag2O1_ICSD_173984,224,cP6,2.48656,0.0174529,56.0669,17.9719,56.2778,1.37277,6,6.62411
Ag2Cl2,aflow:1c37631a1f4d2450,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Cl1_ICSD_56541,11,mP4,2.48691,0.491672,157.138,11.8599,40.94,10.3327,4,5.37227
Au2Ho1In1,aflow:75b1e638ec9eef1e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Ho1In1_ICSD_58486,225,cF16,2.487,0.966895,149.084,11.8625,91.7889,21.2332,4,13.3425
F2Hg2,aflow:85c2090d2826f35e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2Hg2_ICSD_23719,139,tI8,2.48707,1.33384,191.885,11.7819,29.9839,12.4809,4,8.98308
Ag1Cl1,aflow:59bce60e4ed76f05,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cl1_ICSD_157535,225,cF8,2.48733,0.615131,144.9,5.94038,40.6111,8.67015,2,5.37163
Ca1Pt5,aflow:2bb0506c225e68cb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Pt5_ICSD_58929,191,hP6,2.4887,3.9238,264.032,17.3408,165.618,68.69,6,15.3994
Ge14Ir6,aflow:da5f54bab20c2a26,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge7Ir3_ICSD_53656,229,cI40,2.489,2.59575,352.009,56.1683,146.483,84.2498,20,10.7762
Cd1Pt2Zn1,aflow:d43fa03e0143372f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cd1Pt2Zn1_ICSD_102057,123,tP4,2.48952,3.68847,255.039,11.594,155.091,57.322,4,15.1517
Cs2O12Te4,aflow:188b194e86e12a7d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2.67O16Te5.33_ICSD_261688,227,cF72,2.49031,2.95947,454.923,48.4123,103.689,63.422,18,5.44881
Na2Pt4,aflow:07b0e30c2a75ec20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na1Pt2_ICSD_105162,227,cF24,2.49082,3.77908,280.014,17.2687,122.511,66.3239,6,12.7845
Cr1O2,aflow:8d47ab0cd595e5b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1O2_ICSD_186838,225,cF12,2.49082,19.0136,753.31,6.69627,224.494,129.659,3,5.16477
Ni2Tl2,aflow:100d7ab42acb5577,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ni1Tl1_ICSD_105427,194,hP4,2.49245,1.21583,176.95,11.8101,79.8363,24.5569,4,11.6569
I6Pd1Rb2,aflow:49f47f6178dea1f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I6Pd1Rb2_ICSD_92478,225,cF36,2.49292,0.263696,122.015,26.8126,10.0556,3.58791,9,4.64676
Rh2Te2,aflow:914450d5ef43ec55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh1Te1_ICSD_26617,194,hP4,2.49304,1.71526,205.918,11.7332,115.962,26.181,4,9.45203
Ag2I2,aflow:008f8da25d4acde9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1I1_ICSD_28230,129,tP4,2.49393,0.562013,133.151,11.9,10.8325,4.23405,4,5.76754
Cl2Hg2,aflow:7854022399e235d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2Hg2_ICSD_157979,139,tI8,2.49398,1.03633,165.153,11.8423,12.9243,6.36385,4,6.40886
C1Mn3Zn1,aflow:8770bb3458c07b85,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Mn3Zn1_ICSD_150829,221,cP5,2.4941,3.73525,387.763,13.8864,66.1556,45.7223,5,5.43091
Ag8S4,aflow:4f3b9bdf5639c30e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262635,19,oP12,2.49462,0.337552,172.118,35.4759,61.6644,13.6319,12,7.20854
Ge12Pt8,aflow:8e634f8134308e1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge3Pt2_ICSD_42912,62,oP20,2.49499,1.60387,286.922,57.4337,117.692,53.307,20,11.2671
Au1Mn1,aflow:a655aeef53046339,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Mn1_ICSD_109348,221,cP2,2.49667,2.64704,201.084,5.87656,91.7,31.0343,2,11.784
Ba6Si46,aflow:66cb7bd138ea245e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba6Si46_ICSD_94263,223,cP52,2.49677,1.1389,447.997,140.371,76.6944,47.1701,52,3.20771
Ag1F1,aflow:bcee7bb7be81cfb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1F1_ICSD_18008,225,cF8,2.49835,0.404559,137.111,5.94686,55.1611,7.18921,2,6.68805
I6Rb2Sn1,aflow:feee15cf90b253fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/I6Rb2Sn1_ICSD_22104,225,cF36,2.49855,0.250113,118.009,26.8273,8.32778,3.49501,9,4.16578
Au1Mg1Sn1,aflow:aa9a46b99e02dab5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Mg1Sn1_ICSD_159391,216,cF12,2.49887,2.13756,205.939,8.80632,64.0667,27.5993,3,8.0715
Au2Nb1,aflow:03e66c089b82497c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au2Nb1_ICSD_58558,191,hP3,2.49906,4.78683,246.967,8.71036,167.535,59.4529,3,15.3341
Au4Ga4Sr2,aflow:fd67ccbf301ce7c2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Au2Ga2Sr1_ICSD_370004,129,tP10,2.49926,0.620202,174.119,29.5422,62.5553,20.5272,10,9.34567
Ir2Pb2,aflow:1f05b660e8225182,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1Pb1_ICSD_104538,194,hP4,2.49954,3.13362,209.012,11.7243,131.226,48.7472,4,15.6915
P4Pt10,aflow:9bb276703d8967fe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/P2Pt5_ICSD_24327,15,mS28,2.49981,1.85286,264.996,40.4558,188.647,57.9136,14,15.8026
Ag8S4,aflow:cba87020a753df24,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2S1_ICSD_262634,19,oP12,2.50039,0.372196,177.999,35.438,55.8904,13.3255,12,7.2014
Au1Yb1,aflow:0d57d1fc06190bdd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Yb1_ICSD_58618,221,cP2,2.50098,0.915115,119.947,5.95782,45.1778,14.1942,2,12.4874
Cu36In16,aflow:c61cc0eba7f9d25b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu9In4_ICSD_106556,215,cP52,2.50213,0.483051,279.818,149.844,98.5278,41.3823,52,8.82938
K4O12Sb4,aflow:e8c1ce861654b7ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K1O3Sb1_ICSD_77333,227,cF80,2.5024,3.13029,522.796,51.967,114.311,73.1922,20,4.62869
As1Mg1Pt5,aflow:1cf082788321992c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Mg1Pt5_ICSD_610830,123,tP7,2.50298,3.24756,269.936,20.1994,181.709,68.4803,7,15.9156
Pd2Sr2Tl4,aflow:d13e19bd2ad8bff6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pd1Sr1Tl2_ICSD_165577,63,oS16,2.50364,0.514134,143.031,23.7568,39.7178,14.0579,8,9.4226
Cs8I24Sn4,aflow:460691dc51cf5b5d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2I6Sn1_ICSD_22105,225,cF36,2.50365,0.103803,115.929,107.334,7.14444,3.27906,36,4.3412
Cu1Hg2Zr1,aflow:8f0e4207e3e984f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Hg2Zr1_ICSD_102973,216,cF16,2.50385,1.01794,163.999,11.8332,101.061,21.0916,4,11.8997
Ag4O12Sb4,aflow:fdaebc9bea2789cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1O3Sb1_ICSD_25541,227,cF80,2.50439,2.47447,443.009,54.0954,125.922,67.0471,20,6.5045
Cl1Cs1,aflow:2904d0595c6c9cb0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Cs1_ICSD_52274,225,cF8,2.50445,0.470616,117.014,5.96593,12.2278,5.29048,2,3.16077
Cu1Hf1Hg2,aflow:009e856d237a0cd3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu1Hf1Hg2_ICSD_102969,216,cF16,2.50532,0.638006,134.009,11.8885,100.961,15.6848,4,14.017
Au2Er1In1,aflow:a3425026adb15043,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2Er1In1_ICSD_58449,225,cF16,2.50532,0.877964,144.91,11.8695,92.6944,20.2433,4,13.4838
Au2In1Ti1,aflow:1ddfba03085ef884,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1Ti1_ICSD_58510,225,cF16,2.50533,0.768261,150.058,11.8584,117.9,17.8105,4,12.4547
Fe1Pd3,aflow:a3ba02ad90b19f23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Fe1Pd3_ICSD_103582,221,cP4,2.50551,6.07267,349.043,11.248,100.2,46.8131,4,10.4829
In1P1Pt5,aflow:0558951a7db02a0b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/In1P1Pt5_ICSD_640194,123,tP7,2.50564,2.67249,250.033,20.3117,203.398,60.2943,7,16.7763
Al1Au2Mn1,aflow:965af7a3b7f3edc0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Mn1_ICSD_57504,225,cF16,2.50619,1.37962,193.893,11.7682,104.55,27.3675,4,11.6859
Er1Tl3,aflow:993875381dc84303,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er1Tl3_ICSD_103313,221,cP4,2.5065,0.372102,100.931,11.9395,47.7111,10.0798,4,12.0844
Au2Be1,aflow:da9e30cd2712e2a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Be1_ICSD_150581,139,tI6,2.50751,1.87419,197.034,8.8193,126.976,31.2149,3,15.2948
Au1Mn1Sn1,aflow:811264f479bddf2e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Mn1Sn1_ICSD_240860,216,cF12,2.50956,1.13732,163.096,8.87835,68.0889,18.1898,3,8.92658
Cu36Ga16,aflow:015780f696dcf7c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu9Ga4_ICSD_627389,215,cP52,2.51039,0.657801,336.837,147.1,118.55,54.6102,52,8.42504
Ga1P1Pt5,aflow:25528b361849601b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ga1P1Pt5_ICSD_635044,123,tP7,2.5112,2.99711,265.078,20.2247,212.714,66.4697,7,16.8193
Pd3Pu1,aflow:247524b558c5831b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pd3Pu1_ICSD_105659,221,cP4,2.51187,2.3161,217.995,11.7005,172.028,46.9708,4,13.6307
Mn1Pb1Rh2,aflow:d6f010030d72ed38,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn1Pb1Rh2_ICSD_104936,225,cF16,2.51271,3.53935,267.926,11.5548,139.883,51.6306,4,11.6684
Hg4O14Sb4,aflow:bc370dbba9251e37,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Sb2_ICSD_160088,227,cF88,2.51309,2.0121,397.052,60.7076,149.528,70.2818,22,8.56176
O10Sb4,aflow:033b25703b39cf29,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OSb/A2B5_mC28_15_f_e2f-002.BA,15,mS28,2.51316,5.60329,583.197,35.1135,122.241,75.892,14,6.36887
In4Pd2Yb2,aflow:d906e36ff9cc3fdd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/In2Pd1Yb1_ICSD_410437,63,oS16,2.51339,0.963993,189.994,23.5621,59.7226,24.5413,8,9.10325
Au4S2,aflow:bedddf6b2193735f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au2S1_ICSD_612282,224,cP6,2.51431,0.142596,90.0114,17.9268,59.3278,5.70553,6,9.20313
P1Pt5Zn1,aflow:9ab0972f231a4427,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/P1Pt5Zn1_ICSD_647976,123,tP7,2.51486,3.27815,273.938,20.1752,209.033,70.9108,7,16.9319
Cr1Ni1Sb1,aflow:4ad55dd858c3e7e1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr1Ni1Sb1_ICSD_182484,216,cF12,2.51514,2.81656,264.839,8.67963,95.8667,36.4914,3,7.2074
C1Tl1,aflow:becbc8b7468a7e42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tl1_ICSD_618972,225,cF8,2.51546,2.90536,221.86,5.85181,85.1167,32.6696,2,11.2329
Cs2I6Pd1,aflow:19472eb5d8f1ce4b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2I6Pd1_ICSD_280190,225,cF36,2.51585,0.455577,141.907,26.7446,7.77222,4.48547,9,4.73146
Cl1Cs1,aflow:994aa0aa4d401c1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Cs1_ICSD_22173,221,cP2,2.51604,0.722104,137.856,5.95407,14.6833,7.7355,2,3.76529
Tl3Yb1,aflow:18fffe64abba004a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tl3Yb1_ICSD_106199,221,cP4,2.51634,0.220066,84.0687,11.9605,41.2333,9.70633,4,11.1338
Pr1Tl3,aflow:183fa8b7e5eee845,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pr1Tl3_ICSD_108700,221,cP4,2.51651,1.08623,144.954,11.8769,36.5667,20.0473,4,10.6841
Pt3Zn1,aflow:b6222a2c31f1c887,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3Zn1_ICSD_105853,221,cP4,2.51671,2.85416,226.956,11.6741,207.989,51.5397,4,18.3268
Li1Pd2Sn1,aflow:f03d3b055bd7c0f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li1Pd2Sn1_ICSD_642271,225,cF16,2.51786,1.25016,212.075,11.725,104.106,23.8786,4,8.70906
In9K1Ni2,aflow:6d7725f5053387e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In9K1Ni2_ICSD_260252,191,hP12,2.51801,0.753239,207.095,35.244,42.4419,20.9323,12,6.70028
Ge4Pd4,aflow:9672ff488f259821,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Pd1_ICSD_659798,62,oP8,2.52082,1.50496,258.099,23.1777,141.763,40.4574,8,9.00806
Ga4Pt4,aflow:64b7ddca2dae6d00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga1Pt1_ICSD_635132,198,cP8,2.52156,2.31258,263.974,23.1293,164.415,54.8146,8,14.5712
Al4Pd20,aflow:8cff328eb566bc65,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Pd5_ICSD_245328,62,oP24,2.52228,0.991279,286.099,68.9579,149.568,46.2551,24,10.4216
K8Si46,aflow:bdffe76682314509,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/K8Si46_ICSD_15641,223,cP54,2.52238,1.36355,537.787,139.24,72.7056,53.115,54,2.40729
Hg4Th2,aflow:b82191500a441246,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg2Th1_ICSD_104352,194,hP6,2.523,1.60964,175.974,17.7097,79.4472,33.2413,6,12.8811
F1Rb1,aflow:94dbdbbca7eb0cb7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1Rb1_ICSD_53828,225,cF8,2.52309,1.08407,195.273,5.89997,25.3278,11.9182,2,3.68744
Ba1O3Pb1,aflow:279962d5dd496031,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1O3Pb1_ICSD_51659,221,cP5,2.52383,0.724576,185.98,14.7423,62.2,15.227,5,6.39138
Pd4Sn4,aflow:29c48c41f22b9ed3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pd1Sn1_ICSD_105683,62,oP8,2.52473,0.677527,178.916,23.6033,82.2332,18.5301,8,9.10292
Rh4Sn4,aflow:60a7909951f917c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Rh1Sn1_ICSD_105929,198,cP8,2.52489,2.60165,286.11,22.9759,129.151,48.6008,8,10.2472
Au1Cd1Sb1,aflow:a20cea625ff11c69,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Cd1Sb1_ICSD_52663,216,cF12,2.52503,0.602338,124.925,8.92822,67.9,11.9432,3,9.68076
In4K1,aflow:c3a69d5aafb4ec3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In4K1_ICSD_51947,139,tI10,2.52505,0.755701,166.088,14.8094,25.4034,13.7645,5,5.31796
Al1Pt3,aflow:03988d8bec1cfd41,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Pt3_ICSD_107869,221,cP4,2.52683,4.24404,264.991,11.5581,225.972,68.2604,4,17.2164
Cr2O4,aflow:d1a53bdc84b5275a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cr1O2_ICSD_155831,136,tP6,2.52754,9.66821,701.352,13.9164,196.956,102.965,6,4.65182
Au2Mn1,aflow:34b1e81ce8d9666d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Mn1_ICSD_58549,139,tI6,2.5277,1.22095,161.987,8.87873,98.1142,23.2106,3,13.99
Au1Cl3Cs1,aflow:3ea6e14c71841664,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cl3Cs1_ICSD_27839,221,cP5,2.52834,0.590329,162.033,14.8126,34.1556,11.7102,5,5.13731
O4Pt2,aflow:d466c5b24118e5e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Pt1_ICSD_647316,136,tP6,2.52885,6.02233,425.16,16.3445,222.126,91.9551,6,11.1822
Bi4Pb4Pd8,aflow:a13bccbb2b851378,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Bi1Pb1Pd2_ICSD_56278,36,oS32,2.5293,0.481477,165.906,47.3178,85.3699,23.1646,16,12.1423
Ti4Zn8,aflow:5b25eee4521ada34,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ti1Zn2_ICSD_106184,194,hP12,2.52984,2.64586,393.895,33.2227,93.8811,64.8063,12,6.47045
Pt5Pu1,aflow:dd6378dc5a8f1212,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt5Pu1_ICSD_649510,216,cF24,2.53119,4.64639,267.964,17.3172,200.489,84.5745,6,19.8872
Ag1Pt5Si1,aflow:c6eee5e705fb3446,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1Pt5Si1_ICSD_605693,123,tP7,2.53198,2.09432,233.021,20.3975,198.197,54.0228,7,16.7856
Ag2Br2,aflow:2111503637117406,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1Br1_ICSD_56549,11,mP4,2.53228,0.46751,141.036,11.8878,39.3874,11.0564,4,6.30803
