compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density
Ho1Zn1,aflow:66e5a7a576a44317,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Zn1_ICSD_104457,221,cP2,1.63011,6.39909,199.013,5.87415,58.7556,25.7899,2,8.56431
Be44Mo2,aflow:f4c7b6df9a43c7da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Mo1_ICSD_58718,227,cF184,1.63202,12.7528,1164.45,71.0693,130.806,149.797,46,2.52059
Be44Re2,aflow:3bf25c232d2dd4e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Re1_ICSD_150540,227,cF184,1.63246,11.5216,1032.35,80.922,136.306,151.936,46,3.35196
B12Ni1,aflow:9f75cf9217bb5e3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Ni1_ICSD_614986,225,cF52,1.63288,25.6914,1075.23,22.0079,209.072,140.157,13,3.07762
C1Ga1Ho3,aflow:989235fd2b674e5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ga1Ho3_ICSD_76843,221,cP5,1.63396,2.79809,179.995,14.7422,45.15,18.6515,5,6.543
B6Gd1,aflow:5790962d15c6d5ff,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Gd1_ICSD_602750,221,cP7,1.63419,14.4375,580.935,17.5508,172.794,76.3096,7,5.31981
B6Dy1,aflow:a995537aee9be53c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Dy1_ICSD_150623,221,cP7,1.63463,10.5437,519.95,18.1847,178.594,63.4007,7,5.50386
Be26Th2,aflow:5b8a2c2cb85a2929,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Th1_ICSD_58740,226,cF112,1.63506,11.1723,784.957,60.9822,117.35,118.316,28,4.12591
B28,aflow:0259d68674b800c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B28_ICSD_164658,58,oP28,1.63537,37.9524,1622.02,26.5769,223.147,235.923,28,2.56868
B6Y1,aflow:c5976272e8f2fc30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Y1_ICSD_54730,221,cP7,1.6355,13.567,643.924,16.8729,171.244,64.5407,7,3.70308
Be5Sc1,aflow:72ec133961a70c20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be5Sc1_ICSD_58736,191,hP6,1.63582,32.544,935.687,11.5203,106.802,101.866,6,2.34636
B1In1La3,aflow:8268ae0f98d5ef91,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1In1La3_ICSD_107021,221,cP5,1.63664,5.50418,229.037,14.5835,42.3444,25.9459,5,5.80643
Be44Tc2,aflow:99ff54e5e9345a4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Tc1_ICSD_616438,227,cF184,1.63754,12.4139,1155.31,71.7027,133.317,150.452,46,2.594
C12,aflow:4a8db6076bc9623d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_28419,194,hP12,1.63934,44.067,1255.19,17.0285,81.2161,63.1745,12,1.31817
Al1C1Ho3,aflow:3ecce9ff5402ec86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Ho3_ICSD_43856,221,cP5,1.64088,13.6598,322.975,14.1785,81.2167,61.4448,5,7.73901
Ac1H2,aflow:903e65521a6472cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ac1H2_ICSD_56392,225,cF12,1.64091,6.30193,256.96,8.69238,56.1556,30.9154,3,7.42958
Br1H4N1,aflow:eda3b15c0480d51c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1H4N1_ICSD_43300,215,cP6,1.64106,5.64689,504.897,15.7479,18.0667,9.2643,6,2.38223
B18Li2,aflow:44d4b92478b2dfd0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B9Li1_ICSD_164625,185,hP20,1.6412,33.5665,1462.38,22.6224,199.797,182.544,20,2.41676
C8Cs1,aflow:6c53c0e96dd32a4f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C8Cs1_ICSD_74641,191,hP9,1.6438,28.1623,795.001,19.4638,90.8412,64.5218,9,2.90624
B6Tb1,aflow:1b512aeb8c774064,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Tb1_ICSD_150622,221,cP7,1.64448,14.1624,579.099,17.5731,165.8,72.8525,7,5.39975
C4,aflow:2be120d88682ee01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1_ICSD_187640,194,hP4,1.64481,116.901,1413.15,4.80482,112.896,90.4593,4,1.8249
B12Sc1,aflow:7341bf3004fb4ae7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B12Sc1_ICSD_615424,139,tI26,1.64579,40.1159,1285.07,17.8248,218.481,187.866,13,2.83501
B12Sc1,aflow:49c5ad25995cca6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Sc1_ICSD_68028,225,cF52,1.6463,43.4633,1319.7,17.1771,217.944,198.798,13,2.83283
Al1Y3,aflow:5baa20a85d1739d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Y3_ICSD_58212,221,cP4,1.64756,7.63659,281.955,11.5001,51.4167,31.389,4,4.47071
Al4Ho8,aflow:6b114b9ffe1ba9ba,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Ho2_ICSD_57910,62,oP12,1.64769,2.96462,225.0,35.0337,57.4884,31.4079,12,7.59341
Be26Pa2,aflow:c3b5e3caace107e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Pa1_ICSD_616385,226,cF112,1.64796,11.5074,803.162,60.1619,124.417,128.481,28,4.35425
Be4Nb2,aflow:fb30d427c2a964a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2Nb1_ICSD_58721,227,cF24,1.64874,21.5439,602.055,14.8521,,,6,5.22512
Al2Fe1Zr6,aflow:4a6e79068244bb69,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Fe1Zr6_ICSD_402701,189,hP9,1.64954,7.81941,353.037,25.2473,103.17,48.5531,9,5.99869
C1Er3Ga1,aflow:f757d479791e82ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Er3Ga1_ICSD_76818,221,cP5,1.65105,2.66482,178.039,14.7474,46.4333,18.6439,5,6.71153
B12Hf1,aflow:34e06cdc51fc586a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Hf1_ICSD_614421,225,cF52,1.65148,31.5612,987.19,23.8977,237.2,192.287,13,5.09101
Be26Ce2,aflow:127d327c78337a6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ce1_ICSD_108099,226,cF112,1.65162,13.9062,946.056,53.3059,112.539,129.108,28,3.18182
Al4Er8,aflow:edfd496faf5b2b03,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Er2_ICSD_607355,62,oP12,1.65191,3.30151,233.001,34.9694,56.51,32.9999,12,7.80446
B12Er1,aflow:4b14719a380e0154,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Er1_ICSD_613695,225,cF52,1.65278,37.3594,1053.06,22.485,220.933,211.619,13,4.72144
Ti1Y1,aflow:27da31daab3da334,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ti1Y1_ICSD_188184,221,cP2,1.65282,7.63154,248.038,5.80767,44.0167,24.0872,2,4.17289
H8Mg4,aflow:dabdb8650bc95d95,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H2Mg1_ICSD_155809,62,oP12,1.65352,3.81247,660.595,28.6722,62.9107,31.3725,12,1.79333
Be2C1,aflow:378e092c24555651,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2C1_ICSD_183009,225,cF12,1.65567,129.108,1536.72,3.11217,207.489,231.835,3,2.46482
B12Ho1,aflow:907f2cf21e911c3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Ho1_ICSD_614457,225,cF52,1.65611,38.01,1063.12,22.2535,218.689,212.534,13,4.6683
B6K1,aflow:bd33403a60f88c3e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6K1_ICSD_166487,221,cP7,1.65691,32.3132,978.275,12.9603,133.772,104.408,7,2.28929
Er1H1,aflow:7b77b7a0d8f7bf63,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er1H1_ICSD_187370,225,cF8,1.65735,9.43127,266.938,5.77862,69.6361,39.1808,2,9.7105
Hf3,aflow:816b586b7b4c0b59,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1_ICSD_187430,191,hP3,1.65818,14.7496,251.992,8.69599,109.227,62.1732,3,13.3439
B12Dy1,aflow:dc7abd798c5a98a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Dy1_ICSD_613592,225,cF52,1.65984,37.876,1066.21,22.2004,218.267,211.354,13,4.6131
Be5Hf1,aflow:9935daabda2d9ae8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be5Hf1_ICSD_58712,191,hP6,1.66084,23.606,632.093,14.578,129.435,111.007,6,6.07386
Cs1,aflow:0b0765ce5f98b0d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1_ICSD_42662,225,cF4,1.66203,0.196911,42.9222,2.99774,2.07222,0.819158,1,1.90719
B12Tb1,aflow:e6bb61b62442dc3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Tb1_ICSD_615534,225,cF52,1.66326,37.8246,1071.14,22.0981,220.656,212.905,13,4.53956
La2Mg4,aflow:6ed0a2b15ea01c42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La1Mg2_ICSD_104660,227,cF24,1.66489,3.30268,246.956,17.4277,36.6778,19.6682,6,3.66109
Al8Dy12,aflow:d67acb31a621d6d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Dy3_ICSD_150549,136,tP20,1.66544,2.15715,236.044,58.2302,59.1659,30.8928,20,6.98055
B2N2,aflow:ab4e689d2cb9074c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_186249,187,hP4,1.66837,80.1051,1245.79,5.71833,101.599,72.9378,4,1.896
Al1C1Er3,aflow:35efc58e64c4d586,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Er3_ICSD_43849,221,cP5,1.66885,14.0139,329.045,14.1497,84.1944,65.4864,5,7.97838
B3N3,aflow:cd22e0d75d9681c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162871,160,hR2,1.66917,60.0811,1236.88,8.66375,99.1758,70.9695,6,1.85918
C60K6,aflow:1984611e297ae73e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C60K6_ICSD_66879,204,cI132,1.66921,6.19389,935.911,127.004,30.1122,14.1672,66,2.08483
B12Y1,aflow:dcb115cc81848caa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Y1_ICSD_23860,225,cF52,1.66934,42.1339,1220.84,19.0342,217.678,210.231,13,3.44582
B2N2,aflow:5dd7b5b33c867cbe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_24644,194,hP4,1.66959,79.0912,1238.99,5.76067,99.4936,71.4082,4,1.86353
B2N2,aflow:ab7e16dde61b9669,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_186248,194,hP4,1.6702,79.4965,1244.94,5.72616,102.88,73.2687,4,1.91153
C60Rb6,aflow:4c15d7310c6901e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C60Rb6_ICSD_66880,204,cI132,1.6708,6.75982,880.055,133.274,24.985,14.0054,66,2.54106
B2N2,aflow:de6b922183f26702,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_77374,194,hP4,1.67128,82.6791,1271.01,5.57696,113.237,80.5123,4,2.0424
B2N2,aflow:a7e219378134298e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1N1_ICSD_162870,194,hP4,1.67137,81.9493,1262.22,5.62379,106.21,76.4554,4,1.96357
Be26U2,aflow:84d417c7b9f487f9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13U1_ICSD_107528,226,cF112,1.67261,12.048,820.073,59.3131,123.556,138.3,28,4.50222
Be4Nb6,aflow:54d192a65c37fe6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be2Nb3_ICSD_58722,127,tP10,1.67358,11.8315,466.011,26.6983,165.26,81.9258,10,6.78656
B16C16Mg8,aflow:b3e6c35f229ee23b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B2C2Mg1_ICSD_155722,64,oS80,1.67398,11.3868,1059.87,68.707,157.595,103.438,40,2.40823
B12Zr1,aflow:b8aa0d8cb9a0b8c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B12Zr1_ICSD_23861,225,cF52,1.67445,38.9539,1192.86,19.5882,231.972,202.752,13,3.61175
Be4Ta2,aflow:6141f4659a8174fc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be2Ta1_ICSD_58739,227,cF24,1.67446,24.634,524.112,15.5443,165.672,127.291,6,9.34119
H8Mg4,aflow:d6bee3c62237f4c0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/H2Mg1_ICSD_168832,205,cP12,1.67752,5.22643,731.559,27.2393,55.5206,39.6148,12,1.59217
B2C2Li2,aflow:ec2438f50fc672d8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B1C1Li1_ICSD_245287,194,hP6,1.67767,53.3418,1336.09,7.76139,154.076,132.303,6,2.13847
Fe2P2Ta8,aflow:b447a155ca673fd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Fe1P1Ta4_ICSD_86378,124,tP12,1.67875,5.48031,282.009,34.4814,185.86,63.3677,12,13.5116
C60Sr6,aflow:0cbec882fb6cac14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/C60Sr6_ICSD_75356,204,cI132,1.67877,5.74134,850.067,136.648,78.8767,35.242,66,3.06565
Be1H3Na1,aflow:e16aee5c2336703f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1H3Na1_ICSD_158250,221,cP5,1.67967,10.7579,843.976,10.3497,60.8333,50.4941,5,1.55563
Al2H8Na2,aflow:1fec0e97d7faf179,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al1H4Na1_ICSD_165838,36,oS24,1.68027,3.87583,648.727,28.9085,35.3275,22.7498,12,1.42493
C1Hf1,aflow:29c35aa38b84cf85,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Hf1_ICSD_185992,216,cF8,1.68106,6.91025,230.959,5.82863,158.306,29.7138,2,9.85648
Cl8H24N8,aflow:65482008ce923968,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl2H6N2_ICSD_240903,205,cP40,1.68134,1.05159,514.289,104.437,22.6938,6.97604,40,1.40323
Al2Th2,aflow:af023e196da71caf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al1Th1_ICSD_58179,63,oS8,1.68184,9.33101,253.03,11.5908,73.4412,40.7361,4,7.75212
H4Mg2,aflow:41040ec12bb65afa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/H2Mg1_ICSD_155807,136,tP6,1.68476,7.54015,703.057,13.9102,52.8745,37.1298,6,1.45099
Mg8Tb4,aflow:846fd722f92af401,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg2Tb1_ICSD_642872,194,hP12,1.686,1.57817,222.055,35.0714,42.4772,17.8344,12,4.41825
Ho4Mg8,aflow:8400a768e7283e62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Mg2_ICSD_55550,194,hP12,1.68703,1.40506,211.934,35.154,42.6587,16.3605,12,4.60743
Co1Hf1,aflow:c5b17da66c84aaf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Co1Hf1_ICSD_102480,221,cP2,1.68825,23.2757,321.034,5.67633,123.639,75.9854,2,11.8094
Ti3,aflow:3b9cba5a6a026816,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ti1_ICSD_52521,191,hP3,1.68842,29.7878,510.067,7.8347,113.294,75.3594,3,4.30535
Dy4Mg8,aflow:9dfdfdc00cc18bd8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Mg2_ICSD_103159,194,hP12,1.68952,1.4885,216.922,35.1114,42.8884,17.3081,12,4.52218
Ca3Hg1,aflow:d2bed74bc81630a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca3Hg1_ICSD_58903,221,cP4,1.69042,1.26658,149.943,11.8629,23.8056,9.477,4,4.00798
Ho4Mg8,aflow:55b23f1a73a19a46,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Mg2_ICSD_639381,194,hP12,1.69106,1.37806,210.967,35.1587,42.6621,16.2686,12,4.60693
Be1Ti1,aflow:84c6b834bbe39799,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Ti1_ICSD_58743,221,cP2,1.69116,33.5126,598.926,4.96138,121.844,68.813,2,3.58449
B4C4Ca2,aflow:31227863394cfc7f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/B2C2Ca1_ICSD_88019,140,tI20,1.693,26.8319,965.185,18.74,134.682,95.6248,10,2.65922
Be4Ta6,aflow:9b24a73c16356e8e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be2Ta3_ICSD_616431,127,tP10,1.6941,13.2563,395.04,27.5767,183.144,110.776,10,12.7805
Al1C1Y3,aflow:a873c04ce401162f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1Y3_ICSD_43869,221,cP5,1.69509,16.7498,425.051,13.615,80.6944,62.0334,5,4.3295
Yb1,aflow:1cc72a1218ae7cc5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Yb1_ICSD_43572,229,cI2,1.69583,4.4612,126.902,2.97597,10.1611,9.05585,1,6.99569
K1,aflow:c45fd3cfd9ab3800,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K1_ICSD_44669,225,cF4,1.69595,0.395712,87.0754,2.99085,3.73333,1.13168,1,0.889425
Ti2,aflow:ece991e1e336aa44,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ti1_ICSD_168830,194,hP2,1.69645,30.9134,473.019,5.3225,113.529,63.5361,2,4.26458
Ba6C60,aflow:1dd6dacf9f704c70,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ba6C60_ICSD_70062,204,cI132,1.69659,6.66387,831.931,138.62,72.9819,40.5485,66,3.55829
Ru4Y12,aflow:51b613f0e17f675e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Y3_ICSD_650772,62,oP16,1.69736,2.54817,252.975,46.3779,60.942,26.9652,16,5.70914
Er4Mg8,aflow:53cf3e30775379e9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Mg2_ICSD_164275,194,hP12,1.69741,1.73968,227.978,35.0252,43.8606,19.5982,12,4.68926
Al1B1Be1,aflow:7b87669d29858aed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1B1Be1_ICSD_43351,216,cF12,1.69771,67.878,1044.13,5.22165,140.778,133.614,3,2.54345
B6La1,aflow:f6d3e66aa99d7c98,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6La1_ICSD_152466,221,cP7,1.698,24.037,724.938,15.9541,174.156,110.64,7,4.66942
B6Ba1,aflow:60403665ed82b47b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Ba1_ICSD_51495,221,cP7,1.6982,33.4225,803.936,15.0228,143.861,130.222,7,4.28949
Al2Ni1Zr6,aflow:a5bd4467e9ed05b8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Ni1Zr6_ICSD_160911,189,hP9,1.69841,7.37992,353.037,25.245,108.464,51.8881,9,5.98496
Ca2H4,aflow:b5aef94a06fb7f37,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1H2_ICSD_157943,194,hP6,1.69846,5.5968,542.68,15.4366,50.2053,31.2187,6,2.10263
Be6N4,aflow:77c1db08e0f04814,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Be3N2_ICSD_25656,194,hP10,1.69878,38.6587,1327.9,13.0496,211.815,177.173,10,2.66605
C1Y1,aflow:d1d764ad10d0eb67,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Y1_ICSD_183160,216,cF8,1.7003,4.12962,236.011,5.82281,83.1167,15.3201,2,4.10771
Er4Mg8,aflow:f0cec939337244e2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Mg2_ICSD_657544,194,hP12,1.70032,1.6879,226.077,35.0364,44.0289,19.4341,12,4.68912
Na1,aflow:c3ff1f234732327a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Na1_ICSD_44757,229,cI2,1.70232,0.92445,148.98,2.97105,9.25,2.8828,1,1.09572
Al8Y12,aflow:33853d302c8aeea7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Y3_ICSD_247100,136,tP20,1.70276,3.19249,325.071,56.6937,58.1696,34.7055,20,4.09439
Be5Co1,aflow:409d27be6859648a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be5Co1_ICSD_616209,216,cF24,1.70423,30.6261,930.224,11.5791,147.672,128.477,6,3.62239
Co4Ge4Nb4,aflow:453163175fb67652,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Ge1Nb1_ICSD_623540,62,oP12,1.70499,7.567,390.08,33.1628,144.755,63.9455,12,8.10996
Ru4Tb12,aflow:b9e93482a01580e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ru1Tb3_ICSD_650703,62,oP16,1.70505,1.67669,190.008,47.0763,59.133,23.1416,16,8.96665
Al2Co1Zr6,aflow:234f20d1a182fcd9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Co1Zr6_ICSD_150575,189,hP9,1.70538,7.86888,362.033,25.1557,107.353,53.1622,9,6.04475
Cr3Nb1,aflow:8c35be2063c079cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cr3Nb1_ICSD_188235,221,cP4,1.70552,9.69749,346.069,11.2586,80.5222,47.4103,4,5.70938
Dy1Mg1,aflow:cb9594228183239e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Mg1_ICSD_103129,221,cP2,1.70584,6.22953,213.936,5.85612,41.5389,22.4531,2,5.72512
Dy1Zn1,aflow:0f529a0f57f0ae5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Zn1_ICSD_103379,221,cP2,1.70608,7.77467,219.952,5.84768,55.8389,30.4545,2,8.38141
B2Mg1,aflow:e2edff877e89347a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Mg1_ICSD_108064,191,hP3,1.70729,56.0154,995.811,5.46045,147.879,116.426,3,2.63796
H3Li1Sr1,aflow:82e85d467374c899,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/H3Li1Sr1_ICSD_23978,221,cP5,1.70791,1.54969,287.014,14.4034,21.8333,9.99763,5,1.63585
Be24N16,aflow:8204362754020838,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be3N2_ICSD_412667,206,cI80,1.70806,16.1629,1359.6,50.4471,214.13,186.533,40,2.70263
H12Mg4Na4,aflow:6c5fdc37c2c15cf5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H3Mg1Na1_ICSD_159174,62,oP20,1.70848,2.25774,587.592,50.2013,39.3281,28.1677,20,1.49749
H6Y2,aflow:5e13be1019e744a5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/H3Y1_ICSD_180317,63,oS16,1.70918,7.50123,553.683,20.4257,85.4963,56.9664,8,4.00019
Be6P4,aflow:0b01214ece74b40a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be3P2_ICSD_187677,224,cP10,1.70943,16.5215,798.164,21.5695,99.75,80.9284,10,2.25174
K1,aflow:3942a1cdbcb67731,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/K1_ICSD_426949,229,cI2,1.70962,0.324953,82.0983,2.9918,3.88333,1.03926,1,0.888493
C1Dy3In1,aflow:d4788fe8ddc60b6f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Dy3In1_ICSD_56400,221,cP5,1.70987,11.5559,299.016,14.2945,78.1667,59.957,5,8.53973
Al8Ho12,aflow:3e889b2ebbefdb97,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Al2Ho3_ICSD_184632,136,tP20,1.70989,2.29906,244.976,58.0963,60.4354,34.0672,20,7.17009
Na2,aflow:cea75a0f94945ef0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Na1_ICSD_44758,194,hP2,1.71028,1.03373,180.722,5.91468,9.12427,4.32634,2,1.09329
Be24P16,aflow:473d6cf16feebd74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Be3P2_ICSD_616384,206,cI80,1.71058,6.2643,786.196,87.0729,91.7833,71.9333,40,2.23018
Dy12Ru4,aflow:428c04eb15323142,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy3Ru1_ICSD_630170,62,oP16,1.71201,1.87749,196.964,47.0062,61.9295,26.0822,16,9.27276
B4C4Y2,aflow:564419ad66d91082,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B2C2Y1_ICSD_42624,131,tP10,1.71363,22.6142,793.844,21.645,171.473,108.531,10,4.27769
Al1C1La3,aflow:59146a05803f7c69,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1C1La3_ICSD_185958,221,cP5,1.71419,6.61794,269.069,14.4269,56.6833,33.187,5,5.22968
Mn3N1Zn1,aflow:8789eda517edd915,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mn3N1Zn1_ICSD_76070,221,cP5,1.71657,6.2486,350.052,14.0614,87.4,51.585,5,5.51042
B4C4Tb2,aflow:d60381257f6b92b6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B2C2Tb1_ICSD_612659,131,tP10,1.71696,19.4036,656.906,23.8937,173.294,112.461,10,6.48012
Ta30,aflow:8f1899cffba0da5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ta1_ICSD_652898,136,tP30,1.7173,2.70884,248.006,87.0196,190.845,62.5806,30,15.6292
