compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density,poscar_file
Ag2Li1Sn1,aflow:d176291d7c976b5c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Li1Sn1_ICSD_151446,225,cF16,2.54649,0.82723,181.88,11.8088,53.0667,17.5022,4,7.38436,aflow_d176291d7c976b5c.poscar
Ag1I1,aflow:382493c94d1059f4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1I1_ICSD_161581,225,cF8,2.55462,0.687118,125.912,5.95528,33.0778,10.1344,2,6.64221,aflow_382493c94d1059f4.poscar
Ag4Na2,aflow:94289761b4a9021a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2Na1_ICSD_58337,227,cF24,2.55624,0.642048,185.081,17.7137,37.0,15.9328,6,5.96882,aflow_94289761b4a9021a.poscar
Br3Cs1Hg1,aflow:ab9819db1a35de1e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br3Cs1Hg1_ICSD_24479,221,cP5,2.55675,0.344431,121.043,14.8986,23.5111,8.11402,5,5.20444,aflow_ab9819db1a35de1e.poscar
Au2Br6Cs2,aflow:cb9d3a6bb24bd9aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Br6Cs2_ICSD_170696,139,tI20,2.55699,0.452325,155.118,29.6573,10.9767,5.60005,10,5.21277,aflow_cb9d3a6bb24bd9aa.poscar
Hg1Mn1,aflow:6c932b2edf8a85f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Mn1_ICSD_104321,221,cP2,2.56338,1.19396,154.016,5.93,60.6556,18.278,2,10.5056,aflow_6c932b2edf8a85f2.poscar
As4Pd20Sb4,aflow:56aa266086fc3805,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Pd5Sb1_ICSD_30009,227,cF112,2.56641,0.202881,168.047,82.7705,137.506,17.2724,28,10.2968,aflow_56aa266086fc3805.poscar
Au6K2Sn6,aflow:e902b528d009aedb,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au3K1Sn3_ICSD_249645,59,oP14,2.56651,0.297897,141.046,41.5878,45.6248,13.3818,14,9.00047,aflow_e902b528d009aedb.poscar
Ag2I2,aflow:633450d95f48c396,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Ag1I1_ICSD_56557,11,mP4,2.56681,0.481152,130.919,11.9029,33.6648,11.2584,4,6.644,aflow_633450d95f48c396.poscar
Au2Sn2,aflow:faa802d7779d1e57,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Sn1_ICSD_56262,194,hP4,2.57494,0.627925,132.95,11.8922,68.8832,15.5035,4,10.8216,aflow_faa802d7779d1e57.poscar
Cs3In9,aflow:006fb71322057339,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cs1In3_ICSD_102867,119,tI24,2.57809,0.36912,148.99,35.6387,21.6987,13.0319,12,5.37904,aflow_006fb71322057339.poscar
Cl6K2Mn1,aflow:7c7735b7d15de4be,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6K2Mn1_ICSD_9679,225,cF36,2.57825,0.739844,265.661,26.1166,11.9556,6.5614,9,2.34761,aflow_7c7735b7d15de4be.poscar
Li1Pb1Pd2,aflow:d5826e5e5181d54c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Li1Pb1Pd2_ICSD_104767,225,cF16,2.57831,0.57286,153.022,11.8582,88.0444,15.127,4,10.4441,aflow_d5826e5e5181d54c.poscar
Cl6Mn1Rb2,aflow:3f12ba2c85547573,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Mn1Rb2_ICSD_9347,225,cF36,2.57863,0.669902,235.912,26.3125,10.4667,5.96607,9,2.7755,aflow_3f12ba2c85547573.poscar
Hg1Te1,aflow:180a54bb2831d9c4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1Te1_ICSD_31842,225,cF8,2.58451,1.0645,131.972,5.94824,47.8611,14.6145,2,9.43692,aflow_180a54bb2831d9c4.poscar
Ag2In1Li1,aflow:a19cdea5f11fd86f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag2In1Li1_ICSD_171472,225,cF16,2.58499,0.62658,169.103,11.8373,52.9,14.8995,4,7.54744,aflow_a19cdea5f11fd86f.poscar
Au1Ga2,aflow:ad6f64d685ae95e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Ga2_ICSD_150958,225,cF12,2.6105,0.763058,153.916,8.89483,69.3167,16.3916,3,9.44453,aflow_ad6f64d685ae95e7.poscar
Au1Li2Tl1,aflow:26a5e98fb6349d60,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Tl1_ICSD_58534,216,cF16,2.62879,0.34524,130.955,11.9077,42.6333,10.3824,4,9.24384,aflow_26a5e98fb6349d60.poscar
Hg6Y2,aflow:df470b37da361912,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg3Y1_ICSD_639298,194,hP8,2.63095,0.469715,138.985,23.7709,61.9957,17.924,8,11.9299,aflow_df470b37da361912.poscar
Ag1Ga1,aflow:7ce7192fd654501b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Ga1_ICSD_104466,221,cP2,2.63599,0.881464,161.811,5.92472,55.2944,14.2609,2,8.00744,aflow_7ce7192fd654501b.poscar
Hg6Y2,aflow:9d32b4eb523876c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg3Y1_ICSD_104369,194,hP8,2.63819,0.466969,139.011,23.7709,62.7056,18.151,8,11.9472,aflow_9d32b4eb523876c1.poscar
Au8In8Sr4,aflow:0befd8b449782996,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au2In2Sr1_ICSD_249563,62,oP20,2.63876,0.217179,139.913,59.4187,60.1841,15.9469,20,9.34876,aflow_0befd8b449782996.poscar
Hg33K3,aflow:ac7610d35123f5c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg11K1_ICSD_410566,221,cP36,2.6434,0.0118133,53.9148,107.97,14.6389,3.3751,36,10.2956,aflow_ac7610d35123f5c5.poscar
Au3Rb2,aflow:bc97161f250b6c1d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Au3Rb2_ICSD_106288,71,oI10,2.64383,0.486594,129.098,14.8852,29.8058,13.3758,5,8.46163,aflow_bc97161f250b6c1d.poscar
Dy2Hg6,aflow:880d42da8606b9a6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Dy1Hg3_ICSD_629833,194,hP8,2.65024,0.468047,135.061,23.783,63.3825,18.9735,8,13.2921,aflow_880d42da8606b9a6.poscar
Au2In1U1,aflow:fe6555ffb8a4b61f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au2In1U1_ICSD_58512,225,cF16,2.65649,0.665201,131.985,11.8941,79.7778,17.5608,4,13.521,aflow_fe6555ffb8a4b61f.poscar
Ca16Hg36,aflow:fe8eeb1e2af8df90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca4Hg9_ICSD_107690,215,cP52,2.6565,0.0749358,118.935,154.983,34.7056,10.9298,52,9.468,aflow_fe8eeb1e2af8df90.poscar
Au3K2,aflow:6a88ba550e5d3b86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Au3K2_ICSD_65113,71,oI10,2.6601,0.525211,140.078,14.8652,31.7726,13.1963,5,7.89777,aflow_6a88ba550e5d3b86.poscar
Au4Yb1,aflow:b9fafb23d95106e0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au4Yb1_ICSD_58623,87,tI10,2.67255,0.530069,130.067,14.8725,74.8287,16.6462,5,15.9715,aflow_b9fafb23d95106e0.poscar
Se1Tl1,aflow:5ebc0f014499d22b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Se1Tl1_ICSD_52446,221,cP2,2.67262,0.164419,77.0145,5.98323,36.9111,4.1583,2,8.97365,aflow_5ebc0f014499d22b.poscar
Er2Hg6,aflow:5be93a21353066c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1Hg3_ICSD_630671,194,hP8,2.67289,0.491895,138.055,23.774,63.4793,19.9126,8,13.4952,aflow_5be93a21353066c1.poscar
Au24Ge8Na8,aflow:167fbfd94006b341,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au3Ge1Na1_ICSD_16463,205,cP40,2.67366,0.217615,171.981,118.245,59.7748,19.4147,40,11.7134,aflow_167fbfd94006b341.poscar
Ag1Zn1,aflow:8695dbc1dce08b16,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Zn1_ICSD_150570,221,cP2,2.68202,1.06593,179.097,5.90623,79.8833,18.4212,2,9.06404,aflow_8695dbc1dce08b16.poscar
Hg3Zr1,aflow:a68e4529694aa07f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg3Zr1_ICSD_104376,221,cP4,2.68336,0.569409,129.958,11.8961,83.0389,15.6695,4,13.0711,aflow_a68e4529694aa07f.poscar
Tl1,aflow:b097c396dc7bb87c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Tl1_ICSD_53778,139,tI2,2.69633,0.223914,64.0081,2.99454,29.6552,4.34377,1,11.1465,aflow_b097c396dc7bb87c.poscar
Hg1Pt3,aflow:7dcd5c1f1a8467d2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Pt3_ICSD_639147,221,cP4,2.71139,0.26108,99.9934,11.9358,187.328,11.7785,4,19.7204,aflow_7dcd5c1f1a8467d2.poscar
Cs6Hg40,aflow:978182b72d30a019,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs3Hg20_ICSD_240038,223,cP46,2.71852,0.0137347,60.0049,137.965,13.6611,3.98971,46,9.59412,aflow_978182b72d30a019.poscar
Ba4Hg8Tl8,aflow:a2d550bade29107a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Hg2Tl2_ICSD_260392,136,tP20,2.72125,0.123133,105.085,59.7017,29.8276,10.8115,20,9.99168,aflow_a2d550bade29107a.poscar
Au1Cd1,aflow:a9cd44a3b513cfa5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au1Cd1_ICSD_151399,221,cP2,2.75426,0.60503,122.017,5.95564,88.95,13.6564,2,13.3308,aflow_a9cd44a3b513cfa5.poscar
Ca2Hg6,aflow:a74b412faa7fdc81,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Hg3_ICSD_619356,194,hP8,2.76718,0.23846,116.996,23.8524,36.4153,11.4586,8,10.4061,aflow_a74b412faa7fdc81.poscar
Hg4K2,aflow:50b2883feb14cd6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Hg2K1_ICSD_104303,74,oI12,2.76869,0.0863275,78.0329,17.9616,13.1689,4.6596,6,7.19143,aflow_50b2883feb14cd6e.poscar
Au1In2,aflow:0c443f85eacd3890,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1In2_ICSD_58489,225,cF12,2.7716,0.950417,155.939,8.89449,53.2056,19.7371,3,9.62204,aflow_0c443f85eacd3890.poscar
Au3Li1,aflow:c95606e8cb3cef5a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au3Li1_ICSD_58525,221,cP4,2.78194,0.445481,133.06,11.8948,87.3778,15.8944,4,14.7603,aflow_c95606e8cb3cef5a.poscar
Ag1Cd1,aflow:1a5594f050f5eeaa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Cd1_ICSD_57360,221,cP2,2.78256,0.614437,137.911,5.94583,67.7056,13.1851,2,9.40884,aflow_1a5594f050f5eeaa.poscar
Au7Cd16Na6,aflow:ec21f32abca24cbd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au7Cd16Na6_ICSD_261960,225,cF116,2.8019,0.145186,150.855,86.076,45.2167,13.9833,29,8.25671,aflow_ec21f32abca24cbd.poscar
Cd33Na6,aflow:0e4a5c866567f309,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd11Na2_ICSD_421373,200,cP39,2.82858,0.168069,177.894,115.399,32.9737,16.7642,39,6.77067,aflow_0e4a5c866567f309.poscar
Au2Cd2,aflow:703198c6cbb0a2ac,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Au1Cd1_ICSD_58409,51,oP4,2.8371,0.540213,140.029,11.8834,81.3592,16.7126,4,13.3291,aflow_703198c6cbb0a2ac.poscar
Au8In4K2,aflow:5f19656f2db2930a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au4In2K1_ICSD_249221,140,tI28,2.84349,0.311537,152.027,41.5298,55.4159,17.7606,14,10.5819,aflow_5f19656f2db2930a.poscar
Ga2Pt1,aflow:230c711fe243b5af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga2Pt1_ICSD_103925,225,cF12,2.88869,0.440446,140.097,8.91145,116.061,13.5414,3,10.484,aflow_230c711fe243b5af.poscar
Pt2Tl4,aflow:6fb02c3d8b03524f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pt1Tl2_ICSD_102797,140,tI12,2.95089,0.363046,123.963,17.8665,68.3399,16.9604,6,14.5641,aflow_6fb02c3d8b03524f.poscar
Hg6Yb2,aflow:8327a8c545989eb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg3Yb1_ICSD_639305,194,hP8,2.9585,0.180828,104.902,23.8876,33.6729,11.1421,8,12.4063,aflow_8327a8c545989eb1.poscar
Hg33Rb3,aflow:3a84e674e05ac4e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg11Rb1_ICSD_410567,221,cP36,3.06809,0.0115074,59.1191,107.958,14.3333,4.09618,36,10.3692,aflow_3a84e674e05ac4e6.poscar
Cd3In1,aflow:3bc3fc68c58fdd1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd3In1_ICSD_109285,221,cP4,3.10098,0.127784,99.844,11.9515,47.7278,8.17173,4,7.98022,aflow_3bc3fc68c58fdd1f.poscar
Hg10Pd4,aflow:4bda491855920812,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg5Pd2_ICSD_104334,127,tP14,3.25283,0.0851389,105.068,41.7903,68.8621,10.628,14,13.6986,aflow_4bda491855920812.poscar
Hg2Mg1,aflow:765c3aff754dfd99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Hg2Mg1_ICSD_104319,139,tI6,3.28542,0.314324,123.156,8.95053,43.1007,12.574,3,10.4139,aflow_765c3aff754dfd99.poscar
Co2Se2Tl1,aflow:28175e4a7edddb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Co2Se2Tl1_ICSD_95138,139,tI10,3.51209,0.734211,221.131,14.7352,35.1563,15.7678,5,7.87467,aflow_28175e4a7edddb12.poscar
