compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,agl_gruneisen,agl_thermal_conductivity_300K,agl_debye,agl_heat_capacity_Cv_300K,ael_bulk_modulus_vrh,ael_shear_modulus_vrh,natoms,density,poscar_file
Ag2In2S4,aflow:5ec42def8839c87e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1In1S2_ICSD_156129,122,tI16,2.232,1.06485,216.031,23.4264,48.2976,15.9626,8,4.65882,aflow_5ec42def8839c87e.poscar
Ba1Cd2Ge2,aflow:504b92a2e3f47181,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Cd2Ge2_ICSD_174263,139,tI10,2.23267,1.24185,182.015,14.7506,44.3395,17.769,5,6.47438,aflow_504b92a2e3f47181.poscar
Ag1In5Se8,aflow:59aa7f06d2a88d1a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1In5Se8_ICSD_35597,111,tP14,2.23303,1.17226,227.01,40.891,24.7673,13.1466,14,5.23602,aflow_59aa7f06d2a88d1a.poscar
In2Te4Zn1,aflow:4fa2575f14e6200f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In2Te4Zn1_ICSD_25650,82,tI14,2.23388,1.66508,200.98,20.566,25.442,15.2106,7,5.50505,aflow_4fa2575f14e6200f.poscar
Cs2F6Ge1,aflow:e2b660ddb4b8226e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2F6Ge1_ICSD_35547,225,cF36,2.23533,0.821265,233.97,26.2567,16.902,5.17877,9,3.99205,aflow_e2b660ddb4b8226e.poscar
F6K2Ni1,aflow:d9ac8a23eea3e7b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6K2Ni1_ICSD_41416,225,cF36,2.2358,2.18914,407.687,24.7844,22.4556,11.0438,9,2.9862,aflow_d9ac8a23eea3e7b7.poscar
Cu4O2,aflow:7bcf1ab2d28f3e54,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/Cu_pvO/A2B_cP6_224_b_a.AB,224,cP6,2.23614,0.211946,145.975,17.8021,117.423,6.66247,6,6.02486,aflow_7bcf1ab2d28f3e54.poscar
Cl6Cs2Te1,aflow:8baa4eb3315d1503,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Cs2Te1_ICSD_26704,225,cF36,2.23624,1.04363,217.126,26.3745,7.67222,4.67854,9,3.13935,aflow_8baa4eb3315d1503.poscar
Se6Sn2Tl8,aflow:9de22e64d36d62f2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Se3Sn1Tl4_ICSD_651938,140,tI32,2.23914,0.477816,150.081,47.4655,31.5928,15.2762,16,8.35147,aflow_9de22e64d36d62f2.poscar
Cs8Te20,aflow:ddaf3178e207a10c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cs2Te5_ICSD_36017,63,oS28,2.23932,0.312046,146.99,83.0963,12.2012,6.27889,28,4.84882,aflow_ddaf3178e207a10c.poscar
O24Se8Sn4,aflow:15dcc5d502d1c562,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O6Se2Sn1_ICSD_154716,205,cP36,2.23936,1.74422,449.005,97.0344,41.1056,19.9314,36,4.13452,aflow_15dcc5d502d1c562.poscar
C1Pu1Rh3,aflow:e36cddd32419c35b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Pu1Rh3_ICSD_108181,221,cP5,2.24105,0.544656,142.967,14.8355,180.25,11.8183,5,12.9444,aflow_e36cddd32419c35b.poscar
Ge4Pt4Sr4,aflow:8aebfdbd83ea7750,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Pt1Sr1_ICSD_57115,198,cP12,2.24136,0.89351,190.046,35.3175,67.0379,19.8123,12,7.96852,aflow_8aebfdbd83ea7750.poscar
Ag4Ba2,aflow:3c78f90c1e08f159,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ba1_ICSD_240052,74,oI12,2.24184,1.04424,167.937,17.7495,24.3671,14.1632,6,6.62522,aflow_3c78f90c1e08f159.poscar
Cd2Sb4Sn2,aflow:96e32a5860696bde,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cd1Sb2Sn1_ICSD_44259,122,tI16,2.24267,1.0997,177.959,23.6107,36.1966,17.528,8,5.39692,aflow_96e32a5860696bde.poscar
Br6K2Te1,aflow:67e6bb73871b7087,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Te1_ICSD_38346,225,cF36,2.24416,0.672649,179.938,26.5736,10.4389,5.21413,9,3.47992,aflow_67e6bb73871b7087.poscar
Ge4Mn4,aflow:e182ca9954d90d4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Mn1_ICSD_187195,198,cP8,2.2448,0.992193,229.049,23.372,57.8889,19.7154,8,5.90563,aflow_e182ca9954d90d4a.poscar
Cl6Te1Tl2,aflow:2a65e95859e6391e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Te1Tl2_ICSD_26705,225,cF36,2.24863,0.788915,188.173,26.5276,12.6167,6.13915,9,4.48955,aflow_2a65e95859e6391e.poscar
Br10Pb4Rb2,aflow:898a956acbc9af99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br5Pb2Rb1_ICSD_151990,140,tI32,2.25062,0.538374,168.031,47.3328,13.3059,7.84673,16,5.39503,aflow_898a956acbc9af99.poscar
Cd1Cl8Na6,aflow:10e7d65dca0ad52c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Cl8Na6_ICSD_35070,225,cF60,2.2514,0.712819,276.783,43.3551,21.3111,12.5747,15,2.42996,aflow_10e7d65dca0ad52c.poscar
In2Rb2Te4,aflow:30d7f0167688a502,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Rb1Te2_ICSD_75346,140,tI16,2.25151,0.975502,172.99,23.6432,14.6646,8.38727,8,4.94005,aflow_30d7f0167688a502.poscar
Bi1Pd1Yb1,aflow:358d5c62402dd8bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1Pd1Yb1_ICSD_58843,216,cF12,2.25301,1.36512,144.017,8.90432,50.5667,15.9958,3,10.0323,aflow_358d5c62402dd8bf.poscar
Au1Li2Sb1,aflow:d02fa8ced352ee4a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Au1Li2Sb1_ICSD_58529,216,cF16,2.2559,1.33941,198.865,11.7655,51.7444,19.6196,4,7.58853,aflow_d02fa8ced352ee4a.poscar
Cr4Cu2Te8,aflow:edccfb1f7cfb43ae,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cr2Cu1Te4_ICSD_43041,227,cF56,2.25592,0.361188,154.979,41.4858,50.4889,11.4546,14,6.10929,aflow_edccfb1f7cfb43ae.poscar
Br2In2,aflow:94bbce215f92c015,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1In1_ICSD_23126,63,oS8,2.25837,0.82337,150.182,11.876,13.9493,7.91802,4,4.84486,aflow_94bbce215f92c015.poscar
Cu4O2,aflow:f0b1c8b5771c9262,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu2O1_ICSD_167446,224,cP6,2.25972,0.253177,155.957,17.7756,110.394,7.67467,6,6.01944,aflow_f0b1c8b5771c9262.poscar
Br6K2Se1,aflow:8f493eb9dacbdea3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6K2Se1_ICSD_36228,225,cF36,2.2604,0.653829,185.118,26.5531,10.85,5.47693,9,3.45356,aflow_8f493eb9dacbdea3.poscar
Cd3Te3,aflow:eea3144a17a5238e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd1Te1_ICSD_67864,152,hP6,2.26069,0.939184,161.055,17.7635,41.0531,15.7083,6,6.24568,aflow_eea3144a17a5238e.poscar
F5Mn1Rb2,aflow:67844b6e524e6769,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/F5Mn1Rb2_ICSD_82218,123,tP8,2.26171,1.61991,311.875,22.8461,20.4749,10.0842,8,3.29188,aflow_67844b6e524e6769.poscar
F6Ni1Rb2,aflow:e5a9c6fa70aca30f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Ni1Rb2_ICSD_29005,225,cF36,2.26193,1.46172,318.787,25.6316,17.8944,7.91673,9,3.53671,aflow_e5a9c6fa70aca30f.poscar
Ba1Hg1,aflow:19c353e662a40130,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Hg1_ICSD_58654,221,cP2,2.26215,1.5592,131.009,5.94986,24.0,14.4955,2,7.53756,aflow_19c353e662a40130.poscar
Pb2Te6Tl8,aflow:77324d52cb5156a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pb1Te3Tl4_ICSD_604389,140,tI32,2.26271,0.437946,135.912,47.562,27.6557,14.9566,16,8.70203,aflow_77324d52cb5156a4.poscar
Cs1F3Pb1,aflow:0e718cd1dba77a9f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1F3Pb1_ICSD_290349,221,cP5,2.26361,1.12304,194.934,14.7183,38.8778,16.5431,5,5.59803,aflow_0e718cd1dba77a9f.poscar
Br6Rb2Te1,aflow:496fbc63b1ffb8e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Rb2Te1_ICSD_49521,225,cF36,2.26369,0.574932,164.023,26.6463,9.12778,4.43288,9,3.78077,aflow_496fbc63b1ffb8e4.poscar
Pb3Th1,aflow:6df621acdc60187a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb3Th1_ICSD_105632,221,cP4,2.26626,0.338472,87.0308,11.9528,58.45,7.81244,4,11.5014,aflow_6df621acdc60187a.poscar
Na4Pd2Se4,aflow:ac54cf33d37d8808,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2Pd1Se2_ICSD_644936,36,oS20,2.26668,0.945913,234.126,29.1753,33.0996,12.8576,10,4.47336,aflow_ac54cf33d37d8808.poscar
Ba2Pt2,aflow:4bda8bf3d5783087,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Pt1_ICSD_55492,194,hP4,2.26761,1.52192,155.916,11.8492,50.2714,19.9604,4,8.92344,aflow_4bda8bf3d5783087.poscar
In1Li2Pd1,aflow:73993106a51bb58f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Li2Pd1_ICSD_106802,216,cF16,2.27113,1.20253,218.985,11.717,59.1722,17.6542,4,5.99099,aflow_73993106a51bb58f.poscar
Ag8Ba4Te8,aflow:a92a093ecd79bd09,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ag2Ba1Te2_ICSD_246048,62,oP20,2.2743,0.365636,153.968,59.2878,36.5838,13.6307,20,6.48295,aflow_a92a093ecd79bd09.poscar
Cu2K2Te2,aflow:9c3bde3044aabb79,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cu1K1Te1_ICSD_12158,194,hP6,2.27461,1.49648,221.104,17.5675,28.5064,18.1493,6,4.31655,aflow_9c3bde3044aabb79.poscar
Sn2,aflow:4ff128b70cc03d62,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Sn1_ICSD_40039,227,cF8,2.27602,2.90827,182.08,5.89825,33.9944,18.3622,2,5.17845,aflow_4ff128b70cc03d62.poscar
Pd1Sb1Yb1,aflow:42f183e26491ac8a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pd1Sb1Yb1_ICSD_391183,216,cF12,2.27645,1.44375,158.991,8.8828,54.5167,15.2384,3,8.91373,aflow_42f183e26491ac8a.poscar
Bi1In1,aflow:2a186d2b32cb102c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi1In1_ICSD_184573,216,cF8,2.27664,1.68229,135.917,5.9438,32.6667,14.513,2,6.79781,aflow_2a186d2b32cb102c.poscar
Br12K4Te2,aflow:90e130206cc7a035,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Br6K2Te1_ICSD_37270,128,tP18,2.27664,0.431564,182.844,53.1231,8.85281,4.57394,18,3.48122,aflow_90e130206cc7a035.poscar
Cd2In4Se8,aflow:903ba012a2e67d0f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1In2Se4_ICSD_52811,227,cF56,2.27732,0.66152,191.902,41.2005,52.5111,17.1146,14,5.69335,aflow_903ba012a2e67d0f.poscar
K1N1,aflow:fe952ef1f59cda0a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/K1N1_ICSD_184991,225,cF8,2.27774,1.26873,238.286,5.8487,19.5611,8.52916,2,1.78927,aflow_fe952ef1f59cda0a.poscar
Br2Se4Tl10,aflow:3e3c1d40063cad82,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Br1Se2Tl5_ICSD_75960,140,tI32,2.27825,0.295408,124.978,47.6406,20.2106,9.85813,16,8.19337,aflow_3e3c1d40063cad82.poscar
Au3Cd3La3,aflow:28f4dc5fd1caa25a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Au1Cd1La1_ICSD_411543,189,hP9,2.28134,0.535871,140.073,26.7238,68.2375,16.4012,9,9.53884,aflow_28f4dc5fd1caa25a.poscar
Ga2Hg1Te4,aflow:8a1c8954bd7a16a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ga2Hg1Te4_ICSD_53575,82,tI14,2.28172,1.70975,203.099,20.5608,25.1303,15.9477,7,6.02306,aflow_8a1c8954bd7a16a8.poscar
Sn2Te10Tl4,aflow:88fab1a47ab2a65c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Sn1Te5Tl2_ICSD_73666,140,tI32,2.28197,0.501814,152.056,47.4421,19.8206,9.17845,16,6.93705,aflow_88fab1a47ab2a65c.poscar
Cl1K1,aflow:d5d8c218ad74d303,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1K1_ICSD_290513,221,cP2,2.28286,1.23719,207.925,5.88362,20.1444,9.47221,2,2.22039,aflow_d5d8c218ad74d303.poscar
Br2In10Se10,aflow:0e802125ef3548e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Br1In5Se5_ICSD_414218,31,oP22,2.28298,0.737562,219.12,64.3835,28.5925,14.2678,22,5.68534,aflow_0e802125ef3548e5.poscar
B1Pd3Yb1,aflow:9de515ae0560d7fa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B1Pd3Yb1_ICSD_44547,221,cP5,2.28299,0.839139,171.952,14.769,109.956,16.2499,5,10.4219,aflow_9de515ae0560d7fa.poscar
Ag2Cr4Te8,aflow:a30bbe2831fa8a18,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cr2Te4_ICSD_71695,227,cF56,2.28349,0.10648,100.987,41.7829,44.3111,4.87635,14,6.0178,aflow_a30bbe2831fa8a18.poscar
As1F6Na1,aflow:186c151ef89c59b5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1F6Na1_ICSD_184564,225,cF32,2.28353,2.43343,420.734,21.8827,21.9278,8.79376,8,2.56961,aflow_186c151ef89c59b5.poscar
In2Te4Tl2,aflow:bd9b413c5648f6bd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In1Te2Tl1_ICSD_16245,140,tI16,2.28366,1.07071,169.038,23.6571,20.7779,12.0544,8,7.00825,aflow_bd9b413c5648f6bd.poscar
Ag4Sr2,aflow:219d796bee875a28,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Sr1_ICSD_58359,74,oI12,2.28447,0.87585,170.924,17.7397,36.9429,16.1931,6,6.33142,aflow_219d796bee875a28.poscar
Ag6As2O8,aflow:5ddfc73e119d7d2a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag3As1O4_ICSD_28836,218,cP16,2.28457,0.747144,259.075,46.35,65.45,16.2035,16,6.27993,aflow_5ddfc73e119d7d2a.poscar
Ag1Cu4Dy1,aflow:c43242ccdc84ef23,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cu4Dy1_ICSD_605006,216,cF24,2.28618,0.583335,167.058,17.7431,99.5222,15.4923,6,9.4838,aflow_c43242ccdc84ef23.poscar
Cs1F1,aflow:71951baeb9deaf95,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1F1_ICSD_44288,225,cF8,2.28832,0.923511,148.871,5.93998,21.9111,9.3085,2,4.42205,aflow_71951baeb9deaf95.poscar
Hg1Sr1,aflow:147609474cf3a8d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg1Sr1_ICSD_104345,221,cP2,2.28915,1.92926,151.891,5.93223,29.1111,17.4304,2,7.46361,aflow_147609474cf3a8d3.poscar
Br24Cs8Te4,aflow:81a977a0efede30d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br6Cs2Te1_ICSD_24151,225,cF36,2.28943,0.24536,162.137,106.632,7.78333,4.30916,36,3.99842,aflow_81a977a0efede30d.poscar
Ag1In5Te8,aflow:03ae9fb0ad91fcf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ag1In5Te8_ICSD_151871,111,tP14,2.29195,0.817938,183.974,41.2803,21.8088,11.8548,14,5.53371,aflow_03ae9fb0ad91fcf6.poscar
Cd1Cu1Sb1,aflow:1dc3560c617a7aa8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Cu1Sb1_ICSD_52796,216,cF12,2.29336,0.208748,92.9731,8.96062,53.6056,4.65336,3,6.93117,aflow_1dc3560c617a7aa8.poscar
Hg4Mg8,aflow:32c4782e84353cbc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hg1Mg2_ICSD_104315,62,oP12,2.29476,0.469656,177.887,35.4417,47.8227,15.1839,12,6.40004,aflow_32c4782e84353cbc.poscar
Eu1Hg1,aflow:4a6557136108a3f7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1Hg1_ICSD_103396,221,cP2,2.29531,1.38156,127.94,5.95222,36.2222,17.2271,2,9.59802,aflow_4a6557136108a3f7.poscar
Cd4Sr2,aflow:d7ab8c656ef3d930,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Cd2Sr1_ICSD_102067,74,oI12,2.29593,0.715945,156.967,17.7834,33.3482,13.7992,6,5.8402,aflow_d7ab8c656ef3d930.poscar
F6Mn1Rb2,aflow:7a7deee428ad7b76,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Mn1Rb2_ICSD_202536,225,cF36,2.29802,1.58263,332.225,25.5222,17.3611,7.89779,9,3.46793,aflow_7a7deee428ad7b76.poscar
Br1Rb1,aflow:bb569b66afa76188,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1Rb1_ICSD_61522,221,cP2,2.29862,0.78782,134.14,5.95393,14.3,7.34254,2,3.72898,aflow_bb569b66afa76188.poscar
Cd1Cl3Cs1,aflow:dc7d070883ef2e40,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Cl3Cs1_ICSD_24484,221,cP5,2.29894,1.10986,198.87,14.7095,30.5167,14.5437,5,3.89636,aflow_dc7d070883ef2e40.poscar
As4Cd6,aflow:a5b232f4dd809ab2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As2Cd3_ICSD_56167,224,cP10,2.29957,0.540605,166.062,29.5846,47.5556,14.4643,10,6.05671,aflow_a5b232f4dd809ab2.poscar
O2Tl4,aflow:d82b66545e38d56b,aflowlib.duke.edu:AFLOWDATA/LIB2_WEB/OTl_d/AB2_hR6_166_c_2c-001.AB,166,hR6,2.29981,1.77417,196.157,17.656,13.7691,10.1798,6,9.36935,aflow_d82b66545e38d56b.poscar
Br1K1,aflow:9388b0cb77be29c5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Br1K1_ICSD_290549,221,cP2,2.30153,0.842662,155.221,5.9374,17.15,7.94444,2,3.0525,aflow_9388b0cb77be29c5.poscar
F6K2Mn1,aflow:ca9f05a6b6eddb1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6K2Mn1_ICSD_47213,225,cF36,2.30182,1.94328,400.263,24.866,17.3389,8.00356,9,2.76901,aflow_ca9f05a6b6eddb1c.poscar
F1K1,aflow:53d5a5933de2bde4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F1K1_ICSD_61558,221,cP2,2.30199,1.74494,268.939,5.7999,32.5111,13.3816,2,2.76548,aflow_53d5a5933de2bde4.poscar
Ag2Ga2Te4,aflow:4110f65c57bcab22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Ga1Te2_ICSD_156128,122,tI16,2.30652,0.85844,175.007,23.6298,38.0463,16.0253,8,5.61507,aflow_4110f65c57bcab22.poscar
Ag4Ca2,aflow:b272f5b46e0c9457,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ca1_ICSD_417225,74,oI12,2.3085,0.854237,182.894,17.7012,40.5794,14.6922,6,5.8868,aflow_b272f5b46e0c9457.poscar
I1K1,aflow:a652b12baeddf43f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/I1K1_ICSD_61555,221,cP2,2.31004,0.551868,118.134,5.96453,13.4556,5.80901,2,3.42122,aflow_a652b12baeddf43f.poscar
Cu6Se4,aflow:27d624358558b28a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Cu3Se2_ICSD_16949,113,tP10,2.31044,0.738414,216.062,29.2876,69.1684,17.6842,10,6.42813,aflow_27d624358558b28a.poscar
Cd1Cu4Yb1,aflow:9874952b0a9bfb74,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Cu4Yb1_ICSD_415198,216,cF24,2.31151,0.709588,177.052,17.7175,78.4778,18.1119,6,9.39245,aflow_9874952b0a9bfb74.poscar
Ba4F12Pd2,aflow:cdd80b42cdffa73e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba2F6Pd1_ICSD_88802,64,oS36,2.31163,0.756364,266.937,52.0629,52.1936,19.3463,18,4.78775,aflow_cdd80b42cdffa73e.poscar
O4Pt2,aflow:947f4a36e26b1a01,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O2Pt1_ICSD_77654,224,cP6,2.31201,0.262206,136.007,17.8233,139.867,8.37086,6,8.4695,aflow_947f4a36e26b1a01.poscar
Hg2Pb2Sr2,aflow:a9b549be5fa78145,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hg1Pb1Sr1_ICSD_602710,186,hP6,2.31232,1.02997,151.997,17.794,34.088,19.0297,6,8.7565,aflow_a9b549be5fa78145.poscar
C1Ca1Pd3,aflow:1c5e66ef41873df9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Ca1Pd3_ICSD_108128,221,cP5,2.31278,0.884144,196.025,14.7,126.65,16.6683,5,7.87634,aflow_1c5e66ef41873df9.poscar
Ag2Li2,aflow:6a0cfd8361d328cd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1Li1_ICSD_247145,141,tI8,2.31338,0.604212,176.895,11.8271,38.6332,11.7594,4,5.67447,aflow_6a0cfd8361d328cd.poscar
As1Pu1,aflow:e2d31b24625f4223,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Pu1_ICSD_44048,221,cP2,2.31457,1.42466,139.938,5.93874,87.2611,17.994,2,12.0683,aflow_e2d31b24625f4223.poscar
Al1Au2Sc1,aflow:cc3810ae5c65aacf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Au2Sc1_ICSD_57505,225,cF16,2.31524,0.903351,159.041,11.8421,108.244,16.8456,4,10.6327,aflow_cc3810ae5c65aacf.poscar
I12Rb4Te2,aflow:6562be30ba2f3b27,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/I6Rb2Te1_ICSD_36009,128,tP18,2.31615,0.192162,118.927,53.6403,8.01628,3.28926,18,4.18237,aflow_6562be30ba2f3b27.poscar
Cd1Te1,aflow:44db01b35234cb00,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Te1_ICSD_52839,225,cF8,2.31831,2.21241,172.935,5.90865,48.6389,19.0219,2,6.99536,aflow_44db01b35234cb00.poscar
Pd4Sb4Sr2,aflow:11465652ff315469,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pd2Sb2Sr1_ICSD_604349,129,tP10,2.31863,0.654346,174.022,29.5302,75.5398,17.0698,10,7.60083,aflow_11465652ff315469.poscar
Br4,aflow:8e7ba568a475142c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Br1_ICSD_426930,64,oS8,2.31925,1.64337,201.939,11.762,4.69922,3.12586,4,3.35351,aflow_8e7ba568a475142c.poscar
F2Kr1,aflow:5a28afea9afeb9ce,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/F2Kr1_ICSD_279623,139,tI6,2.31928,2.37624,286.224,8.64865,6.95854,4.0675,3,3.08474,aflow_5a28afea9afeb9ce.poscar
F1K1,aflow:dee45e93103a3db1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F1K1_ICSD_52241,225,cF8,2.32268,2.20533,288.153,5.76986,29.9389,15.9355,2,2.42471,aflow_dee45e93103a3db1.poscar
Cr2Te2,aflow:3a88e8bf41f9f1aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1Te1_ICSD_93159,63,oS8,2.32347,0.398922,128.018,11.8991,57.5676,7.82112,4,6.06671,aflow_3a88e8bf41f9f1aa.poscar
Cd2Te2,aflow:3fcd14dad8d1899d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Cd1Te1_ICSD_246693,63,oS8,2.3254,1.07363,159.086,11.8463,47.778,15.611,4,6.97918,aflow_3fcd14dad8d1899d.poscar
Ag2In2Te4,aflow:4297a07feb4b7609,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag1In1Te2_ICSD_104476,122,tI16,2.32558,0.630393,152.09,23.7215,34.8044,12.7351,8,5.63922,aflow_4297a07feb4b7609.poscar
Ho6Tl10,aflow:095a60fa8ca0cf2e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ho3Tl5_ICSD_639785,63,oS32,2.32632,0.439519,139.065,47.5273,53.4482,18.2787,16,11.7183,aflow_095a60fa8ca0cf2e.poscar
Ba2Cd4,aflow:3a19d0040d513959,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ba1Cd2_ICSD_260668,74,oI12,2.32646,0.38081,120.924,17.8723,26.2245,8.47802,6,6.1681,aflow_3a19d0040d513959.poscar
Cl6Pt1Tl2,aflow:8d51942a7954976e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl6Pt1Tl2_ICSD_26710,225,cF36,2.32699,0.892226,197.014,26.4742,14.0778,6.53134,9,5.34999,aflow_8d51942a7954976e.poscar
